"Date","Price","Open","High","Low","Vol.","Change %"
"07/24/2018","8,157.88","8,170.40","8,186.02","8,148.88","656.75K","-0.17%"
"07/23/2018","8,172.13","8,161.67","8,174.28","8,152.10","573.31K","0.11%"
"07/20/2018","8,163.49","8,106.02","8,163.49","8,106.02","747.20K","0.67%"
"07/19/2018","8,109.17","8,092.90","8,113.17","8,084.68","905.38K","0.20%"
"07/18/2018","8,092.77","8,072.47","8,092.77","8,048.78","949.12K","0.33%"
"07/17/2018","8,065.84","8,045.54","8,073.90","8,040.11","859.11K","0.20%"
"07/16/2018","8,049.76","8,046.65","8,060.12","8,026.83","358.79K","-0.07%"
"07/13/2018","8,055.19","8,032.77","8,055.19","8,029.30","1.35M","0.27%"
"07/12/2018","8,033.25","8,045.23","8,070.40","8,027.79","522.51K","-0.16%"
"07/11/2018","8,045.99","8,057.29","8,065.57","8,041.22","862.57K","-0.13%"
"07/10/2018","8,056.07","8,055.63","8,081.47","8,055.63","362.60K","-0.17%"
"07/09/2018","8,069.49","8,088.30","8,088.30","8,038.71","466.56K","-0.36%"
"07/06/2018","8,098.38","8,093.43","8,100.68","8,071.60","631.32K","0.06%"
"07/05/2018","8,093.14","8,078.96","8,093.14","8,070.77","550.80K","0.26%"
"07/04/2018","8,072.23","8,066.43","8,073.17","8,046.26","696.36K","0.08%"
"07/03/2018","8,065.46","8,058.10","8,078.57","8,015.67","498.80K","-0.01%"
"07/02/2018","8,066.20","8,065.18","8,083.80","8,026.72","243.14K","0.09%"
"06/29/2018","8,059.10","8,065.53","8,093.07","8,044.56","715.61K","-0.06%"
"06/28/2018","8,064.15","8,079.49","8,116.30","8,063.70","951.12K","-0.01%"
"06/27/2018","8,064.63","8,028.58","8,075.67","8,020.66","1.04M","0.47%"
"06/26/2018","8,026.90","7,946.18","8,026.93","7,946.18","714.85K","0.72%"
"06/25/2018","7,969.31","7,989.06","7,994.99","7,932.33","543.14K","-0.15%"
"06/22/2018","7,981.24","7,920.53","7,996.68","7,885.16","771.85K","0.80%"
"06/21/2018","7,917.65","7,975.61","7,975.61","7,907.68","781.31K","-0.80%"
"06/20/2018","7,981.35","7,957.25","7,994.06","7,933.73","976.98K","0.41%"
"06/19/2018","7,948.78","7,874.68","7,952.08","7,860.70","1.48M","0.95%"
"06/18/2018","7,874.30","7,742.57","7,874.65","7,742.57","996.17K","1.42%"
"06/14/2018","7,764.33","7,753.50","7,764.33","7,733.75","649.92K","0.22%"
"06/13/2018","7,747.64","7,743.98","7,758.04","7,723.99","849.88K","0.05%"
"06/12/2018","7,743.91","7,726.99","7,743.91","7,724.25","676.91K","0.28%"
"06/11/2018","7,722.16","7,673.77","7,722.16","7,668.61","587.45K","0.59%"
"06/08/2018","7,676.52","7,707.07","7,707.07","7,674.81","940.56K","-0.38%"
"06/07/2018","7,705.73","7,705.67","7,723.64","7,690.74","1.24M","0.00%"
"06/06/2018","7,705.82","7,689.16","7,705.82","7,674.90","869.20K","0.25%"
"06/05/2018","7,686.57","7,678.88","7,691.50","7,661.79","892.49K","0.15%"
"06/04/2018","7,675.37","7,653.77","7,698.79","7,645.06","988.34K","0.36%"
"06/01/2018","7,647.64","7,607.18","7,651.45","7,607.18","1.28M","0.42%"
"05/31/2018","7,615.47","7,562.46","7,622.05","7,550.68","1.40M","0.68%"
"05/30/2018","7,563.95","7,580.36","7,580.36","7,542.13","1.24M","-0.19%"
"05/29/2018","7,577.98","7,598.88","7,598.88","7,534.37","1.58M","-0.27%"
"05/28/2018","7,598.50","7,619.83","7,646.26","7,583.94","1.35M","-0.21%"
"05/25/2018","7,614.77","7,569.62","7,631.78","7,569.62","1.84M","0.90%"
"05/24/2018","7,547.05","7,470.88","7,547.20","7,470.88","1.91M","1.28%"
"05/23/2018","7,451.53","7,380.28","7,457.56","7,377.71","1.63M","0.62%"
"05/22/2018","7,405.87","7,394.02","7,407.89","7,362.31","1.91M","0.23%"
"05/21/2018","7,389.07","7,375.29","7,406.64","7,359.99","481.65K","0.21%"
"05/18/2018","7,373.55","7,359.58","7,388.03","7,357.54","731.98K","0.22%"
"05/17/2018","7,357.26","7,408.01","7,420.77","7,346.32","583.74K","-0.66%"
"05/16/2018","7,406.21","7,391.03","7,413.86","7,391.03","1.20M","0.20%"
"05/15/2018","7,391.52","7,417.81","7,454.13","7,388.37","989.78K","-0.22%"
"05/14/2018","7,407.60","7,354.81","7,411.42","7,353.07","653.80K","0.56%"
"05/11/2018","7,366.16","7,319.83","7,382.46","7,311.92","1.82M","0.59%"
"05/10/2018","7,322.76","7,244.50","7,322.76","7,228.57","941.98K","1.32%"
"05/09/2018","7,227.44","7,191.75","7,242.74","7,191.75","778.25K","0.79%"
"05/08/2018","7,170.61","7,166.45","7,180.29","7,145.53","1.56M","0.38%"
"05/07/2018","7,143.53","7,144.03","7,167.83","7,132.93","758.57K","0.00%"
"05/04/2018","7,143.55","7,157.15","7,181.56","7,111.69","640.30K","0.22%"
"05/03/2018","7,127.90","7,127.55","7,146.80","7,111.10","1.32M","0.14%"
"05/02/2018","7,117.95","7,127.06","7,131.15","7,102.35","921.21K","-0.09%"
"04/30/2018","7,124.53","7,125.27","7,140.31","7,093.41","483.31K","-0.01%"
"04/27/2018","7,124.94","7,117.24","7,126.66","7,099.16","1.28M","0.17%"
"04/26/2018","7,113.20","7,131.61","7,139.05","7,093.36","934.95K","-0.39%"
"04/25/2018","7,141.13","7,136.71","7,144.27","7,119.75","1.17M","-0.05%"
"04/24/2018","7,144.59","7,161.52","7,161.52","7,131.96","787.87K","-0.28%"
"04/23/2018","7,164.45","7,151.31","7,171.15","7,148.70","1.06M","0.04%"
"04/20/2018","7,161.37","7,145.77","7,175.03","7,143.54","927.47K","0.40%"
"04/19/2018","7,132.92","7,153.15","7,153.15","7,120.17","559.02K","-0.20%"
"04/18/2018","7,147.09","7,108.10","7,152.37","7,108.10","668.16K","0.73%"
"04/17/2018","7,094.96","7,145.71","7,145.71","7,088.71","1.16M","-0.47%"
"04/16/2018","7,128.82","7,127.87","7,141.72","7,110.95","494.26K","0.00%"
"04/13/2018","7,128.54","7,071.08","7,128.59","7,055.69","653.05K","0.86%"
"04/12/2018","7,067.88","6,996.15","7,069.06","6,996.15","267.85K","0.80%"
"04/11/2018","7,011.95","7,030.35","7,049.71","6,953.98","520.48K","-0.27%"
"04/10/2018","7,030.93","7,142.95","7,143.44","7,011.64","438.37K","-1.54%"
"04/06/2018","7,140.61","7,177.95","7,179.73","7,138.63","480.70K","-0.60%"
"04/05/2018","7,183.58","7,184.82","7,195.16","7,165.57","837.63K","0.20%"
"04/04/2018","7,168.90","7,184.72","7,192.58","7,116.76","410.34K","-0.18%"
"04/03/2018","7,181.99","7,161.73","7,185.11","7,148.36","657.37K","0.29%"
"04/02/2018","7,161.36","7,135.75","7,180.64","7,135.40","782.28K","0.26%"
"03/30/2018","7,142.65","7,110.94","7,159.07","7,110.94","816.43K","0.44%"
"03/29/2018","7,111.07","7,089.68","7,130.31","7,087.04","562.09K","0.23%"
"03/28/2018","7,094.70","7,095.27","7,099.27","7,080.30","499.86K","0.14%"
"03/27/2018","7,084.48","7,048.68","7,085.71","7,048.68","683.00K","0.51%"
"03/26/2018","7,048.68","7,048.57","7,071.92","7,034.33","460.19K","0.14%"
"03/23/2018","7,038.91","7,043.36","7,056.14","7,027.78","886.34K","-0.04%"
"03/22/2018","7,041.52","7,003.32","7,041.52","6,999.97","744.43K","0.57%"
"03/21/2018","7,001.90","6,979.89","7,029.56","6,979.89","774.61K","0.30%"
"03/19/2018","6,980.70","6,938.53","6,980.70","6,917.43","221.05K","0.70%"
"03/16/2018","6,932.07","6,852.12","6,932.64","6,851.20","793.49K","1.23%"
"03/15/2018","6,847.54","6,827.03","6,878.54","6,827.03","393.12K","0.31%"
"03/14/2018","6,826.15","6,840.25","6,854.38","6,819.26","1.15M","-0.05%"
"03/13/2018","6,829.62","6,812.57","6,853.80","6,808.00","328.29K","0.40%"
"03/12/2018","6,802.72","6,798.00","6,816.39","6,790.75","463.42K","-0.10%"
"03/09/2018","6,809.46","6,827.78","6,835.11","6,782.49","621.41K","0.19%"
"03/08/2018","6,796.70","6,793.86","6,841.20","6,788.84","555.77K","0.08%"
"03/07/2018","6,791.44","6,740.05","6,791.44","6,733.70","573.07K","0.82%"
"03/06/2018","6,736.33","6,717.91","6,738.18","6,698.86","478.74K","0.27%"
"03/05/2018","6,717.91","6,706.57","6,717.98","6,695.57","575.79K","0.22%"
"03/02/2018","6,703.19","6,697.13","6,717.77","6,697.13","668.60K","0.10%"
"03/01/2018","6,696.49","6,699.64","6,701.22","6,671.07","419.14K","-0.03%"
"02/28/2018","6,698.51","6,693.62","6,701.75","6,670.01","428.76K","0.11%"
"02/27/2018","6,691.45","6,693.08","6,698.91","6,684.01","652.73K","0.08%"
"02/26/2018","6,686.10","6,664.82","6,705.50","6,664.82","594.15K","0.35%"
"02/23/2018","6,662.57","6,629.30","6,672.08","6,624.54","520.97K","0.46%"
"02/22/2018","6,632.30","6,603.06","6,634.00","6,580.53","457.02K","0.64%"
"02/21/2018","6,590.36","6,572.62","6,594.84","6,567.05","541.14K","0.30%"
"02/20/2018","6,570.48","6,561.89","6,570.49","6,526.09","342.47K","0.13%"
"02/19/2018","6,562.16","6,573.60","6,574.84","6,553.72","367.15K","-0.16%"
"02/16/2018","6,572.89","6,579.78","6,580.61","6,553.04","757.20K","-0.13%"
"02/15/2018","6,581.68","6,591.52","6,591.98","6,572.70","635.23K","-0.07%"
"02/14/2018","6,586.29","6,582.37","6,598.96","6,575.14","1.31M","0.03%"
"02/13/2018","6,584.12","6,559.42","6,584.12","6,554.50","759.65K","0.39%"
"02/12/2018","6,558.41","6,519.56","6,564.26","6,512.22","374.60K","0.65%"
"02/09/2018","6,515.87","6,571.97","6,572.15","6,502.64","348.44K","-0.87%"
"02/08/2018","6,573.04","6,576.30","6,576.30","6,549.54","562.06K","0.02%"
"02/07/2018","6,571.60","6,623.99","6,658.30","6,550.29","1.06M","-0.67%"
"02/06/2018","6,615.97","6,557.39","6,615.97","6,557.39","1.00M","0.88%"
"02/05/2018","6,558.16","6,532.79","6,563.90","6,532.43","899.84K","0.65%"
"02/02/2018","6,515.70","6,458.01","6,515.83","6,458.01","773.11K","0.89%"
"02/01/2018","6,457.97","6,432.43","6,458.26","6,419.31","823.54K","0.41%"
"01/31/2018","6,431.63","6,422.73","6,431.65","6,410.33","498.70K","0.14%"
"01/30/2018","6,422.62","6,401.96","6,423.08","6,387.88","740.46K","0.31%"
"01/29/2018","6,403.04","6,386.11","6,403.31","6,377.65","469.95K","0.27%"
"01/26/2018","6,385.89","6,383.73","6,394.75","6,366.55","577.61K","0.11%"
"01/25/2018","6,378.85","6,376.36","6,378.85","6,348.16","790.12K","0.10%"
"01/24/2018","6,372.54","6,358.77","6,381.16","6,358.77","638.07K","0.24%"
"01/23/2018","6,357.01","6,340.37","6,373.08","6,333.93","578.31K","0.27%"
"01/22/2018","6,339.93","6,377.58","6,381.07","6,331.67","453.52K","-0.35%"
"01/19/2018","6,362.09","6,363.10","6,374.91","6,336.75","747.29K","-0.07%"
"01/18/2018","6,366.42","6,349.12","6,385.12","6,349.12","708.88K","0.49%"
"01/17/2018","6,335.45","6,294.84","6,338.04","6,289.37","919.12K","0.87%"
"01/16/2018","6,280.82","6,288.07","6,289.44","6,263.61","335.37K","-0.08%"
"01/15/2018","6,285.59","6,294.82","6,306.73","6,278.88","633.61K","-0.25%"
"01/12/2018","6,301.28","6,263.58","6,301.33","6,263.58","717.32K","0.74%"
"01/11/2018","6,254.94","6,233.30","6,254.94","6,233.30","518.17K","0.31%"
"01/10/2018","6,235.60","6,263.51","6,263.53","6,223.84","433.08K","-0.53%"
"01/09/2018","6,268.78","6,313.80","6,319.16","6,263.88","530.66K","-0.65%"
"01/08/2018","6,309.85","6,265.08","6,325.98","6,264.27","632.10K","0.72%"
"01/05/2018","6,265.03","6,240.59","6,265.83","6,226.92","710.57K","0.26%"
"01/04/2018","6,248.93","6,258.01","6,280.60","6,228.69","547.88K","-0.13%"
"01/03/2018","6,257.17","6,191.54","6,257.24","6,190.56","516.34K","0.87%"
"01/02/2018","6,203.27","6,287.26","6,287.26","6,175.95","368.26K","-1.25%"
"12/29/2017","6,281.83","6,259.98","6,283.13","6,248.28","3.39M","0.31%"
"12/28/2017","6,262.43","6,232.92","6,262.43","6,214.27","1.40M","0.53%"
"12/27/2017","6,229.58","6,214.96","6,236.14","6,211.22","1.14M","0.25%"
"12/26/2017","6,213.75","6,175.71","6,213.88","6,175.71","1.38M","0.44%"
"12/25/2017","6,186.37","6,146.12","6,186.37","6,146.12","806.41K","0.72%"
"12/22/2017","6,142.15","6,134.09","6,142.15","6,120.90","664.17K","0.13%"
"12/21/2017","6,134.32","6,120.87","6,134.99","6,105.33","652.67K","0.21%"
"12/20/2017","6,121.36","6,140.42","6,149.34","6,109.44","1.72M","-0.28%"
"12/19/2017","6,138.68","6,142.24","6,149.12","6,118.06","505.36K","-0.06%"
"12/18/2017","6,142.25","6,150.27","6,155.72","6,123.78","1.10M","-0.11%"
"12/15/2017","6,149.26","6,142.37","6,159.06","6,138.22","650.11K","0.12%"
"12/14/2017","6,141.80","6,163.33","6,166.34","6,132.12","674.72K","-0.25%"
"12/13/2017","6,156.99","6,163.62","6,182.26","6,149.01","1.07M","-0.21%"
"12/12/2017","6,169.74","6,178.31","6,181.12","6,155.87","450.98K","-0.14%"
"12/11/2017","6,178.31","6,205.84","6,209.21","6,163.17","498.68K","-0.45%"
"12/08/2017","6,206.10","6,216.63","6,223.38","6,196.20","350.81K","-0.16%"
"12/07/2017","6,216.28","6,216.85","6,224.41","6,202.83","631.42K","-0.16%"
"12/06/2017","6,226.16","6,231.24","6,236.33","6,211.97","650.88K","-0.05%"
"12/05/2017","6,228.98","6,218.93","6,234.34","6,206.27","500.43K","0.15%"
"12/04/2017","6,219.47","6,220.58","6,227.78","6,201.27","469.20K","-0.05%"
"11/30/2017","6,222.30","6,201.99","6,222.30","6,172.27","335.08K","0.37%"
"11/29/2017","6,199.37","6,194.72","6,200.65","6,191.93","472.17K","0.25%"
"11/28/2017","6,183.62","6,197.02","6,200.00","6,165.41","540.00K","-0.20%"
"11/27/2017","6,196.13","6,194.42","6,196.37","6,165.13","668.66K","0.14%"
"11/24/2017","6,187.70","6,179.06","6,189.47","6,160.77","413.94K","0.16%"
"11/23/2017","6,177.87","6,169.16","6,185.04","6,162.84","430.33K","0.07%"
"11/22/2017","6,173.41","6,146.45","6,173.41","6,134.00","257.22K","0.55%"
"11/21/2017","6,139.75","6,147.47","6,154.21","6,131.24","274.77K","-0.08%"
"11/20/2017","6,144.82","6,130.70","6,147.69","6,129.56","373.24K","0.31%"
"11/17/2017","6,125.92","6,128.38","6,140.93","6,115.53","895.85K","-0.26%"
"11/16/2017","6,142.03","6,159.04","6,164.03","6,132.39","561.19K","-0.27%"
"11/15/2017","6,158.92","6,165.35","6,170.18","6,149.83","542.59K","-0.08%"
"11/14/2017","6,163.91","6,147.00","6,169.46","6,144.17","406.97K","0.19%"
"11/13/2017","6,151.92","6,166.14","6,169.34","6,136.75","328.27K","-0.27%"
"11/10/2017","6,168.39","6,183.37","6,189.38","6,160.18","390.93K","0.05%"
"11/09/2017","6,165.44","6,166.78","6,171.65","6,154.38","331.77K","-0.01%"
"11/08/2017","6,166.25","6,145.73","6,167.27","6,136.69","350.37K","0.41%"
"11/07/2017","6,141.31","6,128.58","6,141.31","6,122.51","569.97K","0.17%"
"11/06/2017","6,131.16","6,112.23","6,136.95","6,107.97","364.42K","0.33%"
"11/03/2017","6,110.80","6,117.61","6,119.63","6,097.63","348.20K","-0.06%"
"11/02/2017","6,114.27","6,116.81","6,126.49","6,088.66","332.77K","0.00%"
"11/01/2017","6,114.10","6,125.68","6,131.32","6,099.60","301.21K","0.16%"
"10/31/2017","6,104.53","6,082.72","6,105.28","6,082.72","494.76K","0.36%"
"10/30/2017","6,082.74","6,089.15","6,093.35","6,076.17","756.80K","-0.01%"
"10/27/2017","6,083.65","6,074.41","6,084.86","6,074.41","463.94K","0.09%"
"10/26/2017","6,078.29","6,084.02","6,095.94","6,071.84","694.22K","-0.12%"
"10/25/2017","6,085.70","6,101.70","6,108.08","6,085.70","858.74K","-0.27%"
"10/24/2017","6,102.32","6,092.99","6,111.74","6,092.99","830.04K","0.17%"
"10/23/2017","6,091.73","6,079.38","6,093.03","6,071.66","665.88K","0.23%"
"10/20/2017","6,078.05","6,082.36","6,092.38","6,072.75","624.69K","-0.07%"
"10/19/2017","6,082.49","6,087.33","6,096.84","6,069.77","365.30K","0.04%"
"10/18/2017","6,079.78","6,093.22","6,094.86","6,068.20","697.21K","-0.24%"
"10/17/2017","6,094.41","6,106.63","6,110.05","6,075.27","442.72K","-0.08%"
"10/16/2017","6,099.30","6,115.30","6,128.65","6,097.99","455.52K","-0.29%"
"10/13/2017","6,116.92","6,124.35","6,125.38","6,106.65","425.78K","-0.14%"
"10/12/2017","6,125.26","6,129.08","6,129.56","6,112.63","255.16K","-0.05%"
"10/11/2017","6,128.44","6,146.40","6,147.87","6,125.41","295.64K","-0.30%"
"10/10/2017","6,147.16","6,153.66","6,157.62","6,135.44","439.75K","-0.09%"
"10/09/2017","6,152.86","6,183.61","6,191.20","6,147.37","557.99K","-0.30%"
"10/06/2017","6,171.54","6,177.16","6,194.59","6,163.33","160.78K","-0.09%"
"10/05/2017","6,177.16","6,146.80","6,180.55","6,144.15","450.31K","0.48%"
"10/04/2017","6,147.38","6,137.41","6,157.72","6,121.66","1.06M","0.16%"
"10/03/2017","6,137.39","6,151.00","6,155.32","6,128.34","290.27K","-0.24%"
"10/02/2017","6,152.40","6,169.15","6,177.58","6,147.52","307.60K","-0.46%"
"09/29/2017","6,180.70","6,197.30","6,205.09","6,161.58","384.70K","-0.34%"
"09/28/2017","6,201.66","6,196.81","6,224.53","6,185.88","500.12K","0.06%"
"09/27/2017","6,198.00","6,206.23","6,235.21","6,181.90","516.53K","-0.08%"
"09/26/2017","6,203.18","6,249.43","6,249.50","6,203.18","410.84K","-0.69%"
"09/25/2017","6,246.56","6,276.71","6,278.86","6,241.41","253.06K","-0.42%"
"09/22/2017","6,272.92","6,263.03","6,278.45","6,258.11","","0.16%"
"09/20/2017","6,262.65","6,260.78","6,270.12","6,243.13","604.51K","0.08%"
"09/19/2017","6,257.51","6,258.77","6,258.77","6,244.25","356.06K","-0.12%"
"09/18/2017","6,264.94","6,277.57","6,279.82","6,254.70","723.38K","-0.09%"
"09/15/2017","6,270.66","6,283.51","6,308.42","6,262.27","443.91K","-0.30%"
"09/14/2017","6,289.45","6,305.26","6,328.54","6,288.15","320.62K","-0.34%"
"09/13/2017","6,310.81","6,349.30","6,349.30","6,303.25","363.67K","-0.45%"
"09/12/2017","6,339.04","6,313.78","6,339.40","6,307.33","426.92K","0.55%"
"09/11/2017","6,304.61","6,322.44","6,330.89","6,295.81","564.42K","-0.22%"
"09/08/2017","6,318.20","6,332.70","6,332.70","6,309.83","219.52K","0.09%"
"09/07/2017","6,312.63","6,350.06","6,350.06","6,309.80","262.81K","-0.53%"
"09/06/2017","6,346.05","6,351.64","6,359.94","6,323.85","298.67K","-0.03%"
"09/05/2017","6,348.24","6,380.22","6,385.97","6,348.08","242.36K","-0.53%"
"09/04/2017","6,382.25","6,347.29","6,382.32","6,331.05","286.58K","0.59%"
"08/31/2017","6,344.73","6,374.57","6,380.60","6,339.25","300.18K","-0.49%"
"08/30/2017","6,376.08","6,360.46","6,386.36","6,360.46","434.82K","0.20%"
"08/29/2017","6,363.29","6,286.29","6,363.29","6,285.32","427.00K","1.09%"
"08/28/2017","6,294.40","6,280.30","6,294.40","6,273.38","360.24K","0.11%"
"08/25/2017","6,287.46","6,271.50","6,289.47","6,269.21","362.06K","0.41%"
"08/24/2017","6,262.02","6,255.08","6,271.35","6,253.37","344.77K","0.16%"
"08/23/2017","6,251.92","6,260.77","6,260.77","6,240.07","300.66K","-0.17%"
"08/22/2017","6,262.31","6,235.41","6,262.31","6,233.62","324.55K","0.43%"
"08/21/2017","6,235.76","6,235.14","6,241.68","6,224.77","391.85K","0.04%"
"08/18/2017","6,233.19","6,208.74","6,245.40","6,203.77","274.26K","0.44%"
"08/17/2017","6,205.58","6,204.26","6,224.14","6,197.47","238.32K","0.10%"
"08/16/2017","6,199.33","6,194.63","6,218.82","6,190.56","168.78K","0.15%"
"08/15/2017","6,190.34","6,187.66","6,197.38","6,177.45","298.23K","0.06%"
"08/14/2017","6,186.72","6,187.54","6,187.54","6,162.28","445.27K","-0.08%"
"08/11/2017","6,191.47","6,177.57","6,192.17","6,174.26","201.09K","0.24%"
"08/10/2017","6,176.92","6,183.78","6,184.45","6,166.83","341.38K","-0.05%"
"08/09/2017","6,180.17","6,175.28","6,181.85","6,169.82","217.34K","-0.01%"
"08/08/2017","6,180.96","6,177.77","6,188.48","6,177.04","227.51K","0.00%"
"08/07/2017","6,181.01","6,186.84","6,192.10","6,170.42","215.48K","-0.01%"
"08/04/2017","6,181.51","6,184.69","6,189.11","6,166.33","197.34K","0.21%"
"08/03/2017","6,168.55","6,166.66","6,170.62","6,149.69","215.67K","-0.04%"
"08/02/2017","6,171.22","6,149.67","6,171.22","6,140.27","162.78K","0.48%"
"08/01/2017","6,141.82","6,131.78","6,146.68","6,129.98","316.59K","-0.02%"
"07/31/2017","6,142.85","6,162.03","6,176.79","6,141.73","397.83K","-0.35%"
"07/28/2017","6,164.13","6,152.61","6,176.53","6,149.29","732.48K","0.26%"
"07/27/2017","6,148.29","6,151.34","6,166.17","6,133.06","643.27K","-0.04%"
"07/26/2017","6,150.85","6,142.73","6,171.31","6,137.96","692.77K","0.09%"
"07/24/2017","6,145.48","6,125.88","6,152.44","6,117.14","815.06K","0.18%"
"07/21/2017","6,134.53","6,150.67","6,164.38","6,125.04","700.92K","-0.50%"
"07/20/2017","6,165.16","6,168.43","6,184.91","6,144.46","379.26K","-0.07%"
"07/19/2017","6,169.50","6,163.68","6,171.34","6,139.69","254.51K","-0.07%"
"07/18/2017","6,174.01","6,204.26","6,222.09","6,171.35","306.88K","-0.62%"
"07/17/2017","6,212.44","6,233.84","6,244.73","6,211.56","689.33K","-0.34%"
"07/14/2017","6,233.46","6,223.89","6,247.72","6,221.26","560.92K","0.17%"
"07/13/2017","6,222.87","6,219.18","6,223.05","6,198.35","725.02K","0.34%"
"07/12/2017","6,201.50","6,212.66","6,223.59","6,196.50","557.85K","-0.15%"
"07/11/2017","6,210.77","6,184.77","6,218.95","6,162.54","709.26K","0.43%"
"07/10/2017","6,184.44","6,139.42","6,185.11","6,138.41","504.28K","0.70%"
"07/07/2017","6,141.29","6,135.53","6,154.84","6,133.70","545.26K","0.08%"
"07/06/2017","6,136.28","6,118.51","6,145.31","6,118.26","634.61K","0.29%"
"07/05/2017","6,118.84","6,107.16","6,118.84","6,085.35","729.36K","0.19%"
"07/04/2017","6,107.22","6,077.62","6,110.49","6,062.99","534.39K","0.49%"
"07/03/2017","6,077.33","6,039.82","6,085.40","6,012.40","343.09K","0.91%"
"06/30/2017","6,022.77","5,990.25","6,048.25","5,990.25","477.14K","0.61%"
"06/29/2017","5,986.16","5,940.56","5,986.16","5,940.56","695.44K","0.79%"
"06/28/2017","5,939.10","5,934.15","5,959.12","5,929.71","346.29K","0.10%"
"06/23/2017","5,933.15","5,945.45","5,949.45","5,930.63","540.63K","-0.02%"
"06/22/2017","5,934.15","5,921.90","5,934.15","5,908.01","797.63K","0.19%"
"06/21/2017","5,922.67","5,936.58","5,949.68","5,919.57","525.91K","-0.17%"
"06/20/2017","5,932.95","5,939.83","5,948.78","5,924.14","992.13K","0.01%"
"06/19/2017","5,932.50","5,890.58","5,936.90","5,890.58","453.96K","0.72%"
"06/16/2017","5,889.83","5,893.44","5,902.78","5,881.19","552.67K","-0.16%"
"06/15/2017","5,899.56","5,863.53","5,899.56","5,855.92","392.87K","0.74%"
"06/14/2017","5,856.09","5,858.17","5,871.89","5,840.21","3.22M","0.03%"
"06/13/2017","5,854.60","5,857.68","5,860.63","5,842.83","513.24K","0.26%"
"06/12/2017","5,839.33","5,813.29","5,839.41","5,811.71","205.07K","0.54%"
"06/09/2017","5,808.22","5,801.23","5,829.93","5,801.16","415.78K","0.19%"
"06/08/2017","5,796.95","5,791.82","5,798.65","5,787.65","450.02K","0.25%"
"06/07/2017","5,782.59","5,774.57","5,784.77","5,764.63","513.47K","0.18%"
"06/06/2017","5,772.04","5,741.60","5,772.04","5,741.60","580.73K","0.57%"
"06/05/2017","5,739.53","5,736.96","5,744.68","5,732.91","691.96K","0.07%"
"06/02/2017","5,735.36","5,728.59","5,742.45","5,718.03","291.13K","0.21%"
"06/01/2017","5,723.14","5,700.36","5,723.14","5,700.36","210.89K","0.43%"
"05/31/2017","5,698.46","5,708.42","5,708.93","5,692.57","395.20K","-0.13%"
"05/30/2017","5,705.73","5,713.88","5,719.55","5,693.60","204.92K","-0.17%"
"05/29/2017","5,715.61","5,713.88","5,722.55","5,707.53","149.42K","0.03%"
"05/26/2017","5,714.05","5,691.61","5,716.82","5,680.92","416.18K","0.45%"
"05/25/2017","5,688.28","5,673.02","5,689.98","5,673.02","417.85K","0.14%"
"05/24/2017","5,680.16","5,683.29","5,690.84","5,666.46","313.07K","-0.10%"
"05/23/2017","5,685.81","5,682.38","5,702.72","5,672.04","612.21K","0.07%"
"05/22/2017","5,681.96","5,707.81","5,716.77","5,677.61","579.95K","-0.62%"
"05/19/2017","5,717.44","5,728.76","5,734.56","5,699.08","267.52K","-0.15%"
"05/18/2017","5,725.82","5,729.57","5,740.35","5,723.11","890.56K","-0.09%"
"05/17/2017","5,731.22","5,737.13","5,741.06","5,724.30","1.55M","-0.10%"
"05/16/2017","5,737.11","5,752.74","5,754.80","5,730.87","692.03K","-0.26%"
"05/15/2017","5,752.25","5,750.13","5,759.42","5,747.37","442.58K","-0.06%"
"05/12/2017","5,755.76","5,749.76","5,763.71","5,748.19","284.40K","0.17%"
"05/11/2017","5,745.87","5,733.18","5,773.56","5,731.53","256.58K","0.45%"
"05/10/2017","5,720.27","5,721.49","5,754.52","5,714.83","530.23K","-0.02%"
"05/09/2017","5,721.66","5,728.13","5,739.40","5,718.06","364.04K","-0.05%"
"05/08/2017","5,724.64","5,719.61","5,732.22","5,698.82","438.64K","0.17%"
"05/05/2017","5,715.16","5,675.89","5,718.58","5,662.45","1.04M","0.72%"
"05/04/2017","5,674.28","5,686.58","5,696.45","5,664.21","811.96K","0.24%"
"05/03/2017","5,660.81","5,658.10","5,666.43","5,650.93","677.20K","-0.08%"
"05/02/2017","5,665.08","5,650.42","5,672.87","5,632.96","514.97K","0.30%"
"04/28/2017","5,648.19","5,669.72","5,681.24","5,647.26","449.69K","-0.38%"
"04/27/2017","5,669.72","5,660.83","5,675.57","5,653.57","464.57K","0.16%"
"04/26/2017","5,660.55","5,624.27","5,667.35","5,616.61","548.46K","0.63%"
"04/25/2017","5,625.10","5,637.02","5,639.67","5,619.92","447.19K","-0.20%"
"04/24/2017","5,636.65","5,648.68","5,665.23","5,631.29","407.96K","-0.09%"
"04/21/2017","5,641.88","5,624.57","5,646.66","5,622.07","443.54K","0.38%"
"04/20/2017","5,620.61","5,619.74","5,629.95","5,589.56","488.89K","-0.02%"
"04/19/2017","5,621.67","5,616.14","5,622.58","5,589.55","724.19K","0.10%"
"04/18/2017","5,615.85","5,631.74","5,634.99","5,599.24","464.31K","-0.09%"
"04/17/2017","5,620.68","5,619.37","5,620.82","5,605.14","289.94K","0.02%"
"04/14/2017","5,619.70","5,624.98","5,640.00","5,606.46","320.93K","-0.06%"
"04/13/2017","5,622.86","5,653.68","5,655.48","5,622.80","394.81K","-0.40%"
